"DefaultEcoBoundaryID","DefaultDisturbanceTypeID","DefaultSpeciesTypeID","AnnualOrder","GrowthMultiplier"
4,25,2,10,1.00
4,25,2,11,1.00
4,25,2,12,1.00
4,25,2,13,1.00
4,25,2,14,1.00
4,25,2,15,1.00
4,25,2,16,1.00
4,25,2,17,1.00
4,25,2,18,1.00
4,25,2,19,1.00
4,25,2,20,1.00
4,25,2,21,1.00
4,25,2,22,1.00
4,25,2,23,1.00
4,25,2,24,1.00
4,25,2,25,1.00
4,25,2,26,1.00
4,25,2,27,1.00
4,25,2,28,1.00
4,26,1,1,0.87
4,26,1,2,0.62
4,26,1,3,0.50
4,26,1,4,0.50
4,26,1,5,0.42
4,26,1,6,0.34
4,26,1,7,0.42
4,26,1,8,0.42
4,26,1,9,0.42
4,26,1,10,0.34
4,26,1,11,0.42
4,26,1,12,0.62
4,26,1,13,0.74
4,26,1,14,0.74
4,26,1,15,0.87
4,26,1,16,0.87
4,26,1,17,0.62
4,26,1,18,0.50
4,26,1,19,0.62
4,26,1,20,0.74
4,26,1,21,0.87
4,26,1,22,0.92
4,26,1,23,0.92
4,26,1,24,1.00
4,26,1,25,1.00
4,26,1,26,1.00
4,26,1,27,1.00
4,26,1,28,1.00
4,26,2,1,1.00
4,26,2,2,1.00
4,26,2,3,1.00
4,26,2,4,1.00
4,26,2,5,1.00
4,26,2,6,1.00
4,26,2,7,1.00
4,26,2,8,1.00
4,26,2,9,1.00
4,26,2,10,1.00
4,26,2,11,1.00
4,26,2,12,1.00
4,26,2,13,1.00
4,26,2,14,1.00
4,26,2,15,1.00
4,26,2,16,1.00
4,26,2,17,1.00
4,26,2,18,1.00
4,26,2,19,1.00
4,26,2,20,1.00
4,26,2,21,1.00
4,26,2,22,1.00
4,26,2,23,1.00
4,26,2,24,1.00
4,26,2,25,1.00
4,26,2,26,1.00
4,26,2,27,1.00
4,26,2,28,1.00
4,27,1,1,0.87
4,27,1,2,0.62
4,27,1,3,0.50
4,27,1,4,0.50
4,27,1,5,0.42
4,27,1,6,0.42
4,27,1,7,0.42
4,27,1,8,0.42
4,27,1,9,0.34
4,27,1,10,0.34
4,27,1,11,0.24
4,27,1,12,0.24
4,27,1,13,0.42
4,27,1,14,0.50
4,27,1,15,0.50
4,27,1,16,0.50
4,27,1,17,0.50
4,27,1,18,0.42
4,27,1,19,0.34
4,27,1,20,0.42
4,27,1,21,0.62
4,27,1,22,0.74
4,27,1,23,0.92
4,27,1,24,0.92
4,27,1,25,1.00
4,27,1,26,1.00
4,27,1,27,1.00
4,27,1,28,1.00
4,27,2,1,1.00
4,27,2,2,1.00
4,27,2,3,1.00
4,27,2,4,1.00
4,27,2,5,1.00
4,27,2,6,1.00
4,27,2,7,1.00
4,27,2,8,1.00
4,27,2,9,1.00
4,27,2,10,1.00
4,27,2,11,1.00
4,27,2,12,1.00
4,27,2,13,1.00
4,27,2,14,1.00
4,27,2,15,1.00
4,27,2,16,1.00
4,27,2,17,1.00
4,27,2,18,1.00
4,27,2,19,1.00
4,27,2,20,1.00
4,27,2,21,1.00
4,27,2,22,1.00
4,27,2,23,1.00
4,27,2,24,1.00
4,27,2,25,1.00
4,27,2,26,1.00
4,27,2,27,1.00
4,27,2,28,1.00
4,28,1,1,0.87
4,28,1,2,0.62
4,28,1,3,0.50
4,28,1,4,0.50
4,28,1,5,0.42
4,28,1,6,0.34
4,28,1,7,0.24
4,28,1,8,0.34
4,28,1,9,0.34
4,28,1,10,0.34
4,28,1,11,0.24
4,28,1,12,0.24
4,28,1,13,0.34
4,28,1,14,0.42
4,28,1,15,0.50
4,28,1,16,0.62
4,28,1,17,0.62
4,28,1,18,0.50
4,28,1,19,0.42
4,28,1,20,0.34
4,28,1,21,0.50
4,28,1,22,0.62
4,28,1,23,0.87
4,28,1,24,0.92
4,28,1,25,1.00
4,28,1,26,1.00
4,28,1,27,1.00
4,28,1,28,1.00
4,28,2,1,1.00
4,28,2,2,1.00
4,28,2,3,1.00
4,28,2,4,1.00
4,28,2,5,1.00
4,28,2,6,1.00
4,28,2,7,1.00
4,28,2,8,1.00
4,28,2,9,1.00
4,28,2,10,1.00
4,28,2,11,1.00
4,28,2,12,1.00
4,28,2,13,1.00
4,28,2,14,1.00
4,28,2,15,1.00
4,28,2,16,1.00
4,28,2,17,1.00
4,28,2,18,1.00
4,28,2,19,1.00
4,28,2,20,1.00
4,28,2,21,1.00
4,28,2,22,1.00
4,28,2,23,1.00
4,28,2,24,1.00
4,28,2,25,1.00
4,28,2,26,1.00
4,28,2,27,1.00
4,28,2,28,1.00
4,29,1,1,0.87
4,29,1,2,0.62
4,29,1,3,0.62
4,29,1,4,0.50
4,29,1,5,0.42
4,29,1,6,0.34
4,29,1,7,0.34
4,29,1,8,0.34
4,29,1,9,0.34
4,29,1,10,0.24
4,29,1,11,0.24
4,29,1,12,0.24
4,29,1,13,0.34
4,29,1,14,0.42
4,29,1,15,0.42
4,29,1,16,0.50
4,29,1,17,0.62
4,29,1,18,0.50
4,29,1,19,0.50
4,29,1,20,0.42
4,29,1,21,0.42
4,29,1,22,0.42
4,29,1,23,0.50
4,29,1,24,0.74
4,29,1,25,0.87
4,29,1,26,0.92
4,29,1,27,1.00
4,29,1,28,1.00
4,29,2,1,1.00
4,29,2,2,1.00
4,29,2,3,1.00
4,29,2,4,1.00
4,29,2,5,1.00
4,29,2,6,1.00
4,29,2,7,1.00
4,29,2,8,1.00
4,29,2,9,1.00
4,29,2,10,1.00
4,29,2,11,1.00
4,29,2,12,1.00
4,29,2,13,1.00
4,29,2,14,1.00
4,29,2,15,1.00
4,29,2,16,1.00
4,29,2,17,1.00
4,29,2,18,1.00
4,29,2,19,1.00
4,29,2,20,1.00
4,29,2,21,1.00
4,29,2,22,1.00
4,29,2,23,1.00
4,29,2,24,1.00
4,29,2,25,1.00
4,29,2,26,1.00
4,29,2,27,1.00
4,29,2,28,1.00
4,30,1,1,0.87
4,30,1,2,0.50
4,30,1,3,0.34
4,30,1,4,0.24
4,30,1,5,0.24
4,30,1,6,0.34
4,30,1,7,0.42
4,30,1,8,0.50
4,30,1,9,0.62
4,30,1,10,0.62
4,30,1,11,0.62
4,30,1,12,0.50
4,30,1,13,0.42
4,30,1,14,0.34
4,30,1,15,0.24
4,30,1,16,0.42
4,30,1,17,0.62
4,30,1,18,0.74
4,30,1,19,0.92
4,30,1,20,0.92
4,30,1,21,1.00
4,30,1,22,1.00
4,30,1,23,1.00
4,30,1,24,1.00
4,30,1,25,1.00
4,30,1,26,1.00
4,30,1,27,1.00
4,30,1,28,1.00
4,30,2,1,1.00
4,30,2,2,1.00
4,30,2,3,1.00
4,30,2,4,1.00
4,30,2,5,1.00
4,30,2,6,1.00
4,30,2,7,1.00
4,30,2,8,1.00
4,30,2,9,1.00
4,30,2,10,1.00
4,30,2,11,1.00
4,30,2,12,1.00
4,30,2,13,1.00
4,30,2,14,1.00
4,30,2,15,1.00
4,30,2,16,1.00
4,30,2,17,1.00
4,30,2,18,1.00
4,30,2,19,1.00
4,30,2,20,1.00
4,30,2,21,1.00
4,30,2,22,1.00
4,30,2,23,1.00
4,30,2,24,1.00
4,30,2,25,1.00
4,30,2,26,1.00
4,30,2,27,1.00
4,30,2,28,1.00
4,31,1,1,0.87
4,31,1,2,0.50
4,31,1,3,0.34
4,31,1,4,0.24
4,31,1,5,0.24
4,31,1,6,0.24
4,31,1,7,0.24
4,31,1,8,0.34
4,31,1,9,0.34
4,31,1,10,0.24
4,31,1,11,0.24
4,31,1,12,0.34
4,31,1,13,0.50
4,31,1,14,0.74
4,31,1,15,0.87
4,31,1,16,0.92
4,31,1,17,1.00
4,31,1,18,1.00
4,31,1,19,1.00
4,31,1,20,1.00
4,31,1,21,1.00
4,31,1,22,1.00
4,31,1,23,1.00
4,31,1,24,1.00
4,31,1,25,1.00
4,31,1,26,1.00
4,31,1,27,1.00
4,31,1,28,1.00
4,31,2,1,1.00
4,31,2,2,1.00
4,31,2,3,1.00
4,31,2,4,1.00
4,31,2,5,1.00
4,31,2,6,1.00
4,31,2,7,1.00
4,31,2,8,1.00
4,31,2,9,1.00
4,31,2,10,1.00
4,31,2,11,1.00
4,31,2,12,1.00
4,31,2,13,1.00
4,31,2,14,1.00
4,31,2,15,1.00
4,31,2,16,1.00
4,31,2,17,1.00
4,31,2,18,1.00
4,31,2,19,1.00
4,31,2,20,1.00
4,31,2,21,1.00
4,31,2,22,1.00
4,31,2,23,1.00
4,31,2,24,1.00
4,31,2,25,1.00
4,31,2,26,1.00
4,31,2,27,1.00
4,31,2,28,1.00
4,32,1,1,0.74
4,32,1,2,0.50
4,32,1,3,0.34
4,32,1,4,0.24
4,32,1,5,0.24
4,32,1,6,0.24
4,32,1,7,0.24
4,32,1,8,0.24
4,32,1,9,0.24
4,32,1,10,0.24
4,32,1,11,0.14
4,32,1,12,0.14
4,32,1,13,0.14
4,32,1,14,0.34
4,32,1,15,0.62
4,32,1,16,0.87
4,32,1,17,0.92
4,32,1,18,1.00
4,32,1,19,1.00
4,32,1,20,1.00
4,32,1,21,1.00
4,32,1,22,1.00
4,32,1,23,1.00
4,32,1,24,1.00
4,32,1,25,1.00
4,32,1,26,1.00
4,32,1,27,1.00
4,32,1,28,1.00
4,32,2,1,1.00
4,32,2,2,1.00
4,32,2,3,1.00
4,32,2,4,1.00
4,32,2,5,1.00
4,32,2,6,1.00
4,32,2,7,1.00
4,32,2,8,1.00
4,32,2,9,1.00
4,32,2,10,1.00
4,32,2,11,1.00
4,32,2,12,1.00
4,32,2,13,1.00
4,32,2,14,1.00
4,32,2,15,1.00
4,32,2,16,1.00
4,32,2,17,1.00
4,32,2,18,1.00
4,32,2,19,1.00
4,32,2,20,1.00
4,32,2,21,1.00
4,32,2,22,1.00
4,32,2,23,1.00
4,32,2,24,1.00
4,32,2,25,1.00
4,32,2,26,1.00
4,32,2,27,1.00
4,32,2,28,1.00
4,33,1,1,0.87
4,33,1,2,0.74
4,33,1,3,0.74
4,33,1,4,0.74
4,33,1,5,0.74
4,33,1,6,0.74
4,33,1,7,0.74
4,33,1,8,0.74
4,33,1,9,0.87
4,33,1,10,0.92
4,33,1,11,0.92
4,33,1,12,0.92
4,33,1,13,1.00
4,33,1,14,1.00
4,33,1,15,1.00
4,33,1,16,1.00
4,33,1,17,1.00
4,33,1,18,1.00
4,33,1,19,1.00
4,33,1,20,1.00
4,33,1,21,1.00
4,33,1,22,1.00
4,33,1,23,1.00
4,33,1,24,1.00
4,33,1,25,1.00
4,33,1,26,1.00
4,33,1,27,1.00
4,33,1,28,1.00
4,33,2,1,1.00
4,33,2,2,1.00
4,33,2,3,1.00
4,33,2,4,1.00
4,33,2,5,1.00
4,33,2,6,1.00
4,33,2,7,1.00
4,33,2,8,1.00
4,33,2,9,1.00
4,33,2,10,1.00
4,33,2,11,1.00
4,33,2,12,1.00
4,33,2,13,1.00
4,33,2,14,1.00
4,33,2,15,1.00
4,33,2,16,1.00
4,33,2,17,1.00
4,33,2,18,1.00
4,33,2,19,1.00
4,33,2,20,1.00
4,33,2,21,1.00
4,33,2,22,1.00
4,33,2,23,1.00
4,33,2,24,1.00
4,33,2,25,1.00
4,33,2,26,1.00
4,33,2,27,1.00
4,33,2,28,1.00
4,34,1,1,0.87
4,34,1,2,0.50
4,34,1,3,0.34
4,34,1,4,0.24
4,34,1,5,0.24
4,34,1,6,0.42
4,34,1,7,0.50
4,34,1,8,0.50
4,34,1,9,0.42
4,34,1,10,0.42
4,34,1,11,0.34
4,34,1,12,0.34
4,34,1,13,0.24
4,34,1,14,0.24
4,34,1,15,0.24
4,34,1,16,0.14
4,34,1,17,0.14
4,34,1,18,0.24
4,34,1,19,0.42
4,34,1,20,0.62
4,34,1,21,0.87
4,34,1,22,0.92
4,34,1,23,1.00
4,34,1,24,1.00
4,34,1,25,1.00
4,34,1,26,1.00
4,34,1,27,1.00
4,34,1,28,1.00
4,34,2,1,1.00
4,34,2,2,1.00
4,34,2,3,1.00
4,34,2,4,1.00
4,34,2,5,1.00
4,34,2,6,1.00
4,34,2,7,1.00
4,34,2,8,1.00
4,34,2,9,1.00
4,34,2,10,1.00
4,34,2,11,1.00
4,34,2,12,1.00
4,34,2,13,1.00
4,34,2,14,1.00
4,34,2,15,1.00
4,34,2,16,1.00
4,34,2,17,1.00
4,34,2,18,1.00
4,34,2,19,1.00
4,34,2,20,1.00
4,34,2,21,1.00
4,34,2,22,1.00
4,34,2,23,1.00
4,34,2,24,1.00
4,34,2,25,1.00
4,34,2,26,1.00
4,34,2,27,1.00
4,34,2,28,1.00
4,35,1,1,0.87
4,35,1,2,0.62
4,35,1,3,0.50
4,35,1,4,0.42
4,35,1,5,0.24
4,35,1,6,0.14
4,35,1,7,0.14
4,35,1,8,0.14
4,35,1,9,0.14
4,35,1,10,0.14
4,35,1,11,0.14
4,35,1,12,0.14
4,35,1,13,0.14
4,35,1,14,0.34
4,35,1,15,0.42
4,35,1,16,0.34
4,35,1,17,0.34
4,35,1,18,0.24
4,35,1,19,0.24
4,35,1,20,0.34
4,35,1,21,0.42
4,35,1,22,0.50
4,35,1,23,0.50
4,35,1,24,0.62
4,35,1,25,0.50
4,35,1,26,0.42
4,35,1,27,0.24
4,35,1,28,0.24
4,35,2,1,1.00
4,35,2,2,1.00
4,35,2,3,1.00
4,35,2,4,1.00
4,35,2,5,1.00
4,35,2,6,1.00
4,35,2,7,1.00
4,35,2,8,1.00
4,35,2,9,1.00
4,35,2,10,1.00
4,35,2,11,1.00
4,35,2,12,1.00
4,35,2,13,1.00
4,35,2,14,1.00
4,35,2,15,1.00
4,35,2,16,1.00
4,35,2,17,1.00
4,35,2,18,1.00
4,35,2,19,1.00
4,35,2,20,1.00
4,35,2,21,1.00
4,35,2,22,1.00
4,35,2,23,1.00
4,35,2,24,1.00
4,35,2,25,1.00
4,35,2,26,1.00
4,35,2,27,1.00
4,35,2,28,1.00
4,36,1,1,0.87
4,36,1,2,0.50
4,36,1,3,0.34
4,36,1,4,0.34
4,36,1,5,0.42
4,36,1,6,0.50
4,36,1,7,0.74
4,36,1,8,0.87
4,36,1,9,0.87
4,36,1,10,0.92
4,36,1,11,0.92
4,36,1,12,0.92
4,36,1,13,0.92
4,36,1,14,1.00
4,36,1,15,1.00
4,36,1,16,1.00
4,36,1,17,1.00
4,36,1,18,1.00
4,36,1,19,1.00
4,36,1,20,1.00
4,36,1,21,1.00
4,36,1,22,1.00
4,36,1,23,1.00
4,36,1,24,1.00
4,36,1,25,1.00
4,36,1,26,1.00
4,36,1,27,1.00
4,36,1,28,1.00
4,36,2,1,1.00
4,36,2,2,1.00
4,36,2,3,1.00
4,36,2,4,1.00
4,36,2,5,1.00
4,36,2,6,1.00
4,36,2,7,1.00
4,36,2,8,1.00
4,36,2,9,1.00
4,36,2,10,1.00
4,36,2,11,1.00
4,36,2,12,1.00
4,36,2,13,1.00
4,36,2,14,1.00
4,36,2,15,1.00
4,36,2,16,1.00
4,36,2,17,1.00
4,36,2,18,1.00
4,36,2,19,1.00
4,36,2,20,1.00
4,36,2,21,1.00
4,36,2,22,1.00
4,36,2,23,1.00
4,36,2,24,1.00
4,36,2,25,1.00
4,36,2,26,1.00
4,36,2,27,1.00
4,36,2,28,1.00
4,37,1,1,0.87
4,37,1,2,0.62
4,37,1,3,0.42
4,37,1,4,0.34
4,37,1,5,0.34
4,37,1,6,0.42
4,37,1,7,0.50
4,37,1,8,0.62
4,37,1,9,0.62
4,37,1,10,0.62
4,37,1,11,0.50
4,37,1,12,0.42
4,37,1,13,0.34
4,37,1,14,0.34
4,37,1,15,0.50
4,37,1,16,0.74
4,37,1,17,0.87
4,37,1,18,0.92
4,37,1,19,1.00
4,37,1,20,1.00
4,37,1,21,1.00
4,37,1,22,1.00
4,37,1,23,1.00
4,37,1,24,1.00
4,37,1,25,1.00
4,37,1,26,1.00
4,37,1,27,1.00
4,37,1,28,1.00
4,37,2,1,1.00
4,37,2,2,1.00
4,37,2,3,1.00
4,37,2,4,1.00
4,37,2,5,1.00
4,37,2,6,1.00
4,37,2,7,1.00
4,37,2,8,1.00
4,37,2,9,1.00
4,37,2,10,1.00
4,37,2,11,1.00
4,37,2,12,1.00
4,37,2,13,1.00
4,37,2,14,1.00
4,37,2,15,1.00
4,37,2,16,1.00
4,37,2,17,1.00
4,37,2,18,1.00
4,37,2,19,1.00
4,37,2,20,1.00
4,37,2,21,1.00
4,37,2,22,1.00
4,37,2,23,1.00
4,37,2,24,1.00
4,37,2,25,1.00
4,37,2,26,1.00
4,37,2,27,1.00
4,37,2,28,1.00
4,38,1,1,0.74
4,38,1,2,0.50
4,38,1,3,0.34
4,38,1,4,0.24
4,38,1,5,0.14
4,38,1,6,0.14
4,38,1,7,0.14
4,38,1,8,0.24
4,38,1,9,0.42
4,38,1,10,0.62
4,38,1,11,0.87
4,38,1,12,0.92
4,38,1,13,0.92
4,38,1,14,1.00
4,38,1,15,1.00
4,38,1,16,1.00
4,38,1,17,1.00
4,38,1,18,1.00
4,38,1,19,1.00
4,38,1,20,1.00
4,38,1,21,1.00
4,38,1,22,1.00
4,38,1,23,1.00
4,38,1,24,1.00
4,38,1,25,1.00
4,38,1,26,1.00
4,38,1,27,1.00
4,38,1,28,1.00
4,38,2,1,1.00
4,38,2,2,1.00
4,38,2,3,1.00
4,38,2,4,1.00
4,38,2,5,1.00
4,38,2,6,1.00
4,38,2,7,1.00
4,38,2,8,1.00
4,38,2,9,1.00
4,38,2,10,1.00
4,38,2,11,1.00
4,38,2,12,1.00
4,38,2,13,1.00
4,38,2,14,1.00
4,38,2,15,1.00
4,38,2,16,1.00
4,38,2,17,1.00
4,38,2,18,1.00
4,38,2,19,1.00
4,38,2,20,1.00
4,38,2,21,1.00
4,38,2,22,1.00
4,38,2,23,1.00
4,38,2,24,1.00
4,38,2,25,1.00
4,38,2,26,1.00
4,38,2,27,1.00
4,38,2,28,1.00
4,39,1,1,0.87
4,39,1,2,0.62
4,39,1,3,0.34
4,39,1,4,0.24
4,39,1,5,0.24
4,39,1,6,0.42
4,39,1,7,0.62
4,39,1,8,0.74
4,39,1,9,0.87
4,39,1,10,0.87
4,39,1,11,0.74
4,39,1,12,0.62
4,39,1,13,0.74
4,39,1,14,0.87
4,39,1,15,0.87
4,39,1,16,0.92
4,39,1,17,1.00
4,39,1,18,1.00
4,39,1,19,1.00
4,39,1,20,1.00
4,39,1,21,1.00
4,39,1,22,1.00
4,39,1,23,1.00
4,39,1,24,1.00
4,39,1,25,1.00
4,39,1,26,1.00
4,39,1,27,1.00
4,39,1,28,1.00
4,39,2,1,1.00
4,39,2,2,1.00
4,39,2,3,1.00
4,39,2,4,1.00
4,39,2,5,1.00
4,39,2,6,1.00
4,39,2,7,1.00
4,39,2,8,1.00
4,39,2,9,1.00
4,39,2,10,1.00
4,39,2,11,1.00
4,39,2,12,1.00
4,39,2,13,1.00
4,39,2,14,1.00
4,39,2,15,1.00
4,39,2,16,1.00
4,39,2,17,1.00
4,39,2,18,1.00
4,39,2,19,1.00
4,39,2,20,1.00
4,39,2,21,1.00
4,39,2,22,1.00
4,39,2,23,1.00
4,39,2,24,1.00
4,39,2,25,1.00
4,39,2,26,1.00
4,39,2,27,1.00
4,39,2,28,1.00
4,40,1,1,0.87
4,40,1,2,0.87
4,40,1,3,0.62
4,40,1,4,0.42
4,40,1,5,0.34
4,40,1,6,0.42
4,40,1,7,0.50
4,40,1,8,0.74
4,40,1,9,0.87
4,40,1,10,0.92
4,40,1,11,0.92
4,40,1,12,1.00
4,40,1,13,1.00
4,40,1,14,1.00
4,40,1,15,1.00
4,40,1,16,1.00
4,40,1,17,1.00
4,40,1,18,1.00
4,40,1,19,1.00
4,40,1,20,1.00
4,40,1,21,1.00
4,40,1,22,1.00
4,40,1,23,1.00
4,40,1,24,1.00
4,40,1,25,1.00
4,40,1,26,1.00
4,40,1,27,1.00
4,40,1,28,1.00
4,40,2,1,1.00
4,40,2,2,1.00
4,40,2,3,1.00
4,40,2,4,1.00
4,40,2,5,1.00
4,40,2,6,1.00
4,40,2,7,1.00
4,40,2,8,1.00
4,40,2,9,1.00
4,40,2,10,1.00
4,40,2,11,1.00
4,40,2,12,1.00
4,40,2,13,1.00
4,40,2,14,1.00
4,40,2,15,1.00
4,40,2,16,1.00
4,40,2,17,1.00
4,40,2,18,1.00
4,40,2,19,1.00
4,40,2,20,1.00
4,40,2,21,1.00
4,40,2,22,1.00
4,40,2,23,1.00
4,40,2,24,1.00
4,40,2,25,1.00
4,40,2,26,1.00
4,40,2,27,1.00
4,40,2,28,1.00
4,41,1,1,0.74
4,41,1,2,0.50
4,41,1,3,0.50
4,41,1,4,0.50
4,41,1,5,0.62
4,41,1,6,0.50
4,41,1,7,0.42
4,41,1,8,0.34
4,41,1,9,0.34
4,41,1,10,0.42
4,41,1,11,0.62
4,41,1,12,0.87
