"DefaultEcoBoundaryID","DefaultDisturbanceTypeID","DefaultSpeciesTypeID","AnnualOrder","GrowthMultiplier"
7,64,2,19,1.00
7,64,2,20,1.00
7,64,2,21,1.00
7,64,2,22,1.00
7,64,2,23,1.00
7,64,2,24,1.00
7,64,2,25,1.00
7,64,2,26,1.00
7,64,2,27,1.00
7,64,2,28,1.00
7,65,1,1,0.74
7,65,1,2,0.50
7,65,1,3,0.34
7,65,1,4,0.24
7,65,1,5,0.14
7,65,1,6,0.14
7,65,1,7,0.14
7,65,1,8,0.24
7,65,1,9,0.42
7,65,1,10,0.62
7,65,1,11,0.87
7,65,1,12,0.92
7,65,1,13,0.92
7,65,1,14,1.00
7,65,1,15,1.00
7,65,1,16,1.00
7,65,1,17,1.00
7,65,1,18,1.00
7,65,1,19,1.00
7,65,1,20,1.00
7,65,1,21,1.00
7,65,1,22,1.00
7,65,1,23,1.00
7,65,1,24,1.00
7,65,1,25,1.00
7,65,1,26,1.00
7,65,1,27,1.00
7,65,1,28,1.00
7,65,2,1,1.00
7,65,2,2,1.00
7,65,2,3,1.00
7,65,2,4,1.00
7,65,2,5,1.00
7,65,2,6,1.00
7,65,2,7,1.00
7,65,2,8,1.00
7,65,2,9,1.00
7,65,2,10,1.00
7,65,2,11,1.00
7,65,2,12,1.00
7,65,2,13,1.00
7,65,2,14,1.00
7,65,2,15,1.00
7,65,2,16,1.00
7,65,2,17,1.00
7,65,2,18,1.00
7,65,2,19,1.00
7,65,2,20,1.00
7,65,2,21,1.00
7,65,2,22,1.00
7,65,2,23,1.00
7,65,2,24,1.00
7,65,2,25,1.00
7,65,2,26,1.00
7,65,2,27,1.00
7,65,2,28,1.00
7,66,1,1,0.87
7,66,1,2,0.62
7,66,1,3,0.34
7,66,1,4,0.24
7,66,1,5,0.24
7,66,1,6,0.42
7,66,1,7,0.62
7,66,1,8,0.74
7,66,1,9,0.87
7,66,1,10,0.87
7,66,1,11,0.74
7,66,1,12,0.62
7,66,1,13,0.74
7,66,1,14,0.87
7,66,1,15,0.87
7,66,1,16,0.92
7,66,1,17,1.00
7,66,1,18,1.00
7,66,1,19,1.00
7,66,1,20,1.00
7,66,1,21,1.00
7,66,1,22,1.00
7,66,1,23,1.00
7,66,1,24,1.00
7,66,1,25,1.00
7,66,1,26,1.00
7,66,1,27,1.00
7,66,1,28,1.00
7,66,2,1,1.00
7,66,2,2,1.00
7,66,2,3,1.00
7,66,2,4,1.00
7,66,2,5,1.00
7,66,2,6,1.00
7,66,2,7,1.00
7,66,2,8,1.00
7,66,2,9,1.00
7,66,2,10,1.00
7,66,2,11,1.00
7,66,2,12,1.00
7,66,2,13,1.00
7,66,2,14,1.00
7,66,2,15,1.00
7,66,2,16,1.00
7,66,2,17,1.00
7,66,2,18,1.00
7,66,2,19,1.00
7,66,2,20,1.00
7,66,2,21,1.00
7,66,2,22,1.00
7,66,2,23,1.00
7,66,2,24,1.00
7,66,2,25,1.00
7,66,2,26,1.00
7,66,2,27,1.00
7,66,2,28,1.00
7,67,1,1,0.87
7,67,1,2,0.87
7,67,1,3,0.62
7,67,1,4,0.42
7,67,1,5,0.34
7,67,1,6,0.42
7,67,1,7,0.50
7,67,1,8,0.74
7,67,1,9,0.87
7,67,1,10,0.92
7,67,1,11,0.92
7,67,1,12,1.00
7,67,1,13,1.00
7,67,1,14,1.00
7,67,1,15,1.00
7,67,1,16,1.00
7,67,1,17,1.00
7,67,1,18,1.00
7,67,1,19,1.00
7,67,1,20,1.00
7,67,1,21,1.00
7,67,1,22,1.00
7,67,1,23,1.00
7,67,1,24,1.00
7,67,1,25,1.00
7,67,1,26,1.00
7,67,1,27,1.00
7,67,1,28,1.00
7,67,2,1,1.00
7,67,2,2,1.00
7,67,2,3,1.00
7,67,2,4,1.00
7,67,2,5,1.00
7,67,2,6,1.00
7,67,2,7,1.00
7,67,2,8,1.00
7,67,2,9,1.00
7,67,2,10,1.00
7,67,2,11,1.00
7,67,2,12,1.00
7,67,2,13,1.00
7,67,2,14,1.00
7,67,2,15,1.00
7,67,2,16,1.00
7,67,2,17,1.00
7,67,2,18,1.00
7,67,2,19,1.00
7,67,2,20,1.00
7,67,2,21,1.00
7,67,2,22,1.00
7,67,2,23,1.00
7,67,2,24,1.00
7,67,2,25,1.00
7,67,2,26,1.00
7,67,2,27,1.00
7,67,2,28,1.00
7,68,1,1,0.74
7,68,1,2,0.50
7,68,1,3,0.50
7,68,1,4,0.50
7,68,1,5,0.62
7,68,1,6,0.50
7,68,1,7,0.42
7,68,1,8,0.34
7,68,1,9,0.34
7,68,1,10,0.42
7,68,1,11,0.62
7,68,1,12,0.87
7,68,1,13,0.92
7,68,1,14,1.00
7,68,1,15,1.00
7,68,1,16,1.00
7,68,1,17,1.00
7,68,1,18,1.00
7,68,1,19,1.00
7,68,1,20,1.00
7,68,1,21,1.00
7,68,1,22,1.00
7,68,1,23,1.00
7,68,1,24,1.00
7,68,1,25,1.00
7,68,1,26,1.00
7,68,1,27,1.00
7,68,1,28,1.00
7,68,2,1,1.00
7,68,2,2,1.00
7,68,2,3,1.00
7,68,2,4,1.00
7,68,2,5,1.00
7,68,2,6,1.00
7,68,2,7,1.00
7,68,2,8,1.00
7,68,2,9,1.00
7,68,2,10,1.00
7,68,2,11,1.00
7,68,2,12,1.00
7,68,2,13,1.00
7,68,2,14,1.00
7,68,2,15,1.00
7,68,2,16,1.00
7,68,2,17,1.00
7,68,2,18,1.00
7,68,2,19,1.00
7,68,2,20,1.00
7,68,2,21,1.00
7,68,2,22,1.00
7,68,2,23,1.00
7,68,2,24,1.00
7,68,2,25,1.00
7,68,2,26,1.00
7,68,2,27,1.00
7,68,2,28,1.00
7,69,1,1,0.87
7,69,1,2,0.87
7,69,1,3,0.74
7,69,1,4,0.74
7,69,1,5,0.50
7,69,1,6,0.34
7,69,1,7,0.24
7,69,1,8,0.14
7,69,1,9,0.24
7,69,1,10,0.34
7,69,1,11,0.24
7,69,1,12,0.34
7,69,1,13,0.42
7,69,1,14,0.62
7,69,1,15,0.42
7,69,1,16,0.42
7,69,1,17,0.62
7,69,1,18,0.50
7,69,1,19,0.50
7,69,1,20,0.50
7,69,1,21,0.62
7,69,1,22,0.50
7,69,1,23,0.50
7,69,1,24,0.62
7,69,1,25,0.74
7,69,1,26,0.62
7,69,1,27,0.62
7,69,1,28,0.42
7,69,2,1,1.00
7,69,2,2,1.00
7,69,2,3,1.00
7,69,2,4,1.00
7,69,2,5,1.00
7,69,2,6,1.00
7,69,2,7,1.00
7,69,2,8,1.00
7,69,2,9,1.00
7,69,2,10,1.00
7,69,2,11,1.00
7,69,2,12,1.00
7,69,2,13,1.00
7,69,2,14,1.00
7,69,2,15,1.00
7,69,2,16,1.00
7,69,2,17,1.00
7,69,2,18,1.00
7,69,2,19,1.00
7,69,2,20,1.00
7,69,2,21,1.00
7,69,2,22,1.00
7,69,2,23,1.00
7,69,2,24,1.00
7,69,2,25,1.00
7,69,2,26,1.00
7,69,2,27,1.00
7,69,2,28,1.00
7,70,1,1,0.87
7,70,1,2,0.74
7,70,1,3,0.62
7,70,1,4,0.62
7,70,1,5,0.42
7,70,1,6,0.34
7,70,1,7,0.24
7,70,1,8,0.14
7,70,1,9,0.34
7,70,1,10,0.34
7,70,1,11,0.24
7,70,1,12,0.34
7,70,1,13,0.42
7,70,1,14,0.50
7,70,1,15,0.50
7,70,1,16,0.50
7,70,1,17,0.50
7,70,1,18,0.42
7,70,1,19,0.42
7,70,1,20,0.50
7,70,1,21,0.62
7,70,1,22,0.62
7,70,1,23,0.62
7,70,1,24,0.74
7,70,1,25,0.87
7,70,1,26,0.87
7,70,1,27,0.92
7,70,1,28,0.92
7,70,2,1,1.00
7,70,2,2,1.00
7,70,2,3,1.00
7,70,2,4,1.00
7,70,2,5,1.00
7,70,2,6,1.00
7,70,2,7,1.00
7,70,2,8,1.00
7,70,2,9,1.00
7,70,2,10,1.00
7,70,2,11,1.00
7,70,2,12,1.00
7,70,2,13,1.00
7,70,2,14,1.00
7,70,2,15,1.00
7,70,2,16,1.00
7,70,2,17,1.00
7,70,2,18,1.00
7,70,2,19,1.00
7,70,2,20,1.00
7,70,2,21,1.00
7,70,2,22,1.00
7,70,2,23,1.00
7,70,2,24,1.00
7,70,2,25,1.00
7,70,2,26,1.00
7,70,2,27,1.00
7,70,2,28,1.00
7,71,1,1,0.74
7,71,1,2,0.50
7,71,1,3,0.34
7,71,1,4,0.24
7,71,1,5,0.14
7,71,1,6,0.14
7,71,1,7,0.14
7,71,1,8,0.14
7,71,1,9,0.14
7,71,1,10,0.24
7,71,1,11,0.42
7,71,1,12,0.74
7,71,1,13,0.87
7,71,1,14,0.92
7,71,1,15,1.00
7,71,1,16,1.00
7,71,1,17,1.00
7,71,1,18,1.00
7,71,1,19,1.00
7,71,1,20,1.00
7,71,1,21,1.00
7,71,1,22,1.00
7,71,1,23,1.00
7,71,1,24,1.00
7,71,1,25,1.00
7,71,1,26,1.00
7,71,1,27,1.00
7,71,1,28,1.00
7,71,2,1,1.00
7,71,2,2,1.00
7,71,2,3,1.00
7,71,2,4,1.00
7,71,2,5,1.00
7,71,2,6,1.00
7,71,2,7,1.00
7,71,2,8,1.00
7,71,2,9,1.00
7,71,2,10,1.00
7,71,2,11,1.00
7,71,2,12,1.00
7,71,2,13,1.00
7,71,2,14,1.00
7,71,2,15,1.00
7,71,2,16,1.00
7,71,2,17,1.00
7,71,2,18,1.00
7,71,2,19,1.00
7,71,2,20,1.00
7,71,2,21,1.00
7,71,2,22,1.00
7,71,2,23,1.00
7,71,2,24,1.00
7,71,2,25,1.00
7,71,2,26,1.00
7,71,2,27,1.00
7,71,2,28,1.00
7,72,1,1,0.87
7,72,1,2,0.74
7,72,1,3,0.62
7,72,1,4,0.62
7,72,1,5,0.62
7,72,1,6,0.50
7,72,1,7,0.50
7,72,1,8,0.50
7,72,1,9,0.50
7,72,1,10,0.50
7,72,1,11,0.42
7,72,1,12,0.50
7,72,1,13,0.62
7,72,1,14,0.62
7,72,1,15,0.62
7,72,1,16,0.62
7,72,1,17,0.74
7,72,1,18,0.62
7,72,1,19,0.50
7,72,1,20,0.62
7,72,1,21,0.74
7,72,1,22,0.87
7,72,1,23,0.87
7,72,1,24,0.87
7,72,1,25,0.74
7,72,1,26,0.87
7,72,1,27,0.87
7,72,1,28,0.92
7,72,2,1,1.00
7,72,2,2,1.00
7,72,2,3,1.00
7,72,2,4,1.00
7,72,2,5,1.00
7,72,2,6,1.00
7,72,2,7,1.00
7,72,2,8,1.00
7,72,2,9,1.00
7,72,2,10,1.00
7,72,2,11,1.00
7,72,2,12,1.00
7,72,2,13,1.00
7,72,2,14,1.00
7,72,2,15,1.00
7,72,2,16,1.00
7,72,2,17,1.00
7,72,2,18,1.00
7,72,2,19,1.00
7,72,2,20,1.00
7,72,2,21,1.00
7,72,2,22,1.00
7,72,2,23,1.00
7,72,2,24,1.00
7,72,2,25,1.00
7,72,2,26,1.00
7,72,2,27,1.00
7,72,2,28,1.00
7,73,1,1,0.74
7,73,1,2,0.50
7,73,1,3,0.34
7,73,1,4,0.14
7,73,1,5,0.14
7,73,1,6,0.14
7,73,1,7,0.42
7,73,1,8,0.62
7,73,1,9,0.87
7,73,1,10,0.92
7,73,1,11,1.00
7,73,1,12,1.00
7,73,1,13,1.00
7,73,1,14,1.00
7,73,1,15,1.00
7,73,1,16,1.00
7,73,1,17,1.00
7,73,1,18,1.00
7,73,1,19,1.00
7,73,1,20,1.00
7,73,1,21,1.00
7,73,1,22,1.00
7,73,1,23,1.00
7,73,1,24,1.00
7,73,1,25,1.00
7,73,1,26,1.00
7,73,1,27,1.00
7,73,1,28,1.00
7,73,2,1,1.00
7,73,2,2,1.00
7,73,2,3,1.00
7,73,2,4,1.00
7,73,2,5,1.00
7,73,2,6,1.00
7,73,2,7,1.00
7,73,2,8,1.00
7,73,2,9,1.00
7,73,2,10,1.00
7,73,2,11,1.00
7,73,2,12,1.00
7,73,2,13,1.00
7,73,2,14,1.00
7,73,2,15,1.00
7,73,2,16,1.00
7,73,2,17,1.00
7,73,2,18,1.00
7,73,2,19,1.00
7,73,2,20,1.00
7,73,2,21,1.00
7,73,2,22,1.00
7,73,2,23,1.00
7,73,2,24,1.00
7,73,2,25,1.00
7,73,2,26,1.00
7,73,2,27,1.00
7,73,2,28,1.00
7,74,1,1,0.87
7,74,1,2,0.74
7,74,1,3,0.50
7,74,1,4,0.62
7,74,1,5,0.74
7,74,1,6,0.87
7,74,1,7,0.92
7,74,1,8,1.00
7,74,1,9,1.00
7,74,1,10,1.00
7,74,1,11,1.00
7,74,1,12,1.00
7,74,1,13,1.00
7,74,1,14,1.00
7,74,1,15,1.00
7,74,1,16,1.00
7,74,1,17,1.00
7,74,1,18,1.00
7,74,1,19,1.00
7,74,1,20,1.00
7,74,1,21,1.00
7,74,1,22,1.00
7,74,1,23,1.00
7,74,1,24,1.00
7,74,1,25,1.00
7,74,1,26,1.00
7,74,1,27,1.00
7,74,1,28,1.00
7,74,2,1,1.00
7,74,2,2,1.00
7,74,2,3,1.00
7,74,2,4,1.00
7,74,2,5,1.00
7,74,2,6,1.00
7,74,2,7,1.00
7,74,2,8,1.00
7,74,2,9,1.00
7,74,2,10,1.00
7,74,2,11,1.00
7,74,2,12,1.00
7,74,2,13,1.00
7,74,2,14,1.00
7,74,2,15,1.00
7,74,2,16,1.00
7,74,2,17,1.00
7,74,2,18,1.00
7,74,2,19,1.00
7,74,2,20,1.00
7,74,2,21,1.00
7,74,2,22,1.00
7,74,2,23,1.00
7,74,2,24,1.00
7,74,2,25,1.00
7,74,2,26,1.00
7,74,2,27,1.00
7,74,2,28,1.00
7,75,1,1,0.87
7,75,1,2,0.50
7,75,1,3,0.50
7,75,1,4,0.62
7,75,1,5,0.74
7,75,1,6,0.92
7,75,1,7,0.92
7,75,1,8,1.00
7,75,1,9,1.00
7,75,1,10,1.00
7,75,1,11,1.00
7,75,1,12,1.00
7,75,1,13,1.00
7,75,1,14,1.00
7,75,1,15,1.00
7,75,1,16,1.00
7,75,1,17,1.00
7,75,1,18,1.00
7,75,1,19,1.00
7,75,1,20,1.00
7,75,1,21,1.00
7,75,1,22,1.00
7,75,1,23,1.00
7,75,1,24,1.00
7,75,1,25,1.00
7,75,1,26,1.00
7,75,1,27,1.00
7,75,1,28,1.00
7,75,2,1,1.00
7,75,2,2,1.00
7,75,2,3,1.00
7,75,2,4,1.00
7,75,2,5,1.00
7,75,2,6,1.00
7,75,2,7,1.00
7,75,2,8,1.00
7,75,2,9,1.00
7,75,2,10,1.00
7,75,2,11,1.00
7,75,2,12,1.00
7,75,2,13,1.00
7,75,2,14,1.00
7,75,2,15,1.00
7,75,2,16,1.00
7,75,2,17,1.00
7,75,2,18,1.00
7,75,2,19,1.00
7,75,2,20,1.00
7,75,2,21,1.00
7,75,2,22,1.00
7,75,2,23,1.00
7,75,2,24,1.00
7,75,2,25,1.00
7,75,2,26,1.00
7,75,2,27,1.00
7,75,2,28,1.00
7,76,1,1,0.74
7,76,1,2,0.50
7,76,1,3,0.34
7,76,1,4,0.14
7,76,1,5,0.14
7,76,1,6,0.14
7,76,1,7,0.14
7,76,1,8,0.14
7,76,1,9,0.24
7,76,1,10,0.24
7,76,1,11,0.24
7,76,1,12,0.24
7,76,1,13,0.34
7,76,1,14,0.34
7,76,1,15,0.24
7,76,1,16,0.24
7,76,1,17,0.42
7,76,1,18,0.62
7,76,1,19,0.74
7,76,1,20,0.74
7,76,1,21,0.74
7,76,1,22,0.62
7,76,1,23,0.50
7,76,1,24,0.34
7,76,1,25,0.50
7,76,1,26,0.62
7,76,1,27,0.87
7,76,1,28,0.92
7,76,2,1,1.00
7,76,2,2,1.00
7,76,2,3,1.00
7,76,2,4,1.00
7,76,2,5,1.00
7,76,2,6,1.00
7,76,2,7,1.00
7,76,2,8,1.00
7,76,2,9,1.00
7,76,2,10,1.00
7,76,2,11,1.00
7,76,2,12,1.00
7,76,2,13,1.00
7,76,2,14,1.00
7,76,2,15,1.00
7,76,2,16,1.00
7,76,2,17,1.00
7,76,2,18,1.00
7,76,2,19,1.00
7,76,2,20,1.00
7,76,2,21,1.00
7,76,2,22,1.00
7,76,2,23,1.00
7,76,2,24,1.00
7,76,2,25,1.00
7,76,2,26,1.00
7,76,2,27,1.00
7,76,2,28,1.00
7,77,1,1,0.87
7,77,1,2,0.62
7,77,1,3,0.50
7,77,1,4,0.62
7,77,1,5,0.42
7,77,1,6,0.34
7,77,1,7,0.24
7,77,1,8,0.34
7,77,1,9,0.34
7,77,1,10,0.42
7,77,1,11,0.42
7,77,1,12,0.34
7,77,1,13,0.34
7,77,1,14,0.42
7,77,1,15,0.42
7,77,1,16,0.42
7,77,1,17,0.50
7,77,1,18,0.42
7,77,1,19,0.34
7,77,1,20,0.24
7,77,1,21,0.34
7,77,1,22,0.42
7,77,1,23,0.62
7,77,1,24,0.74
7,77,1,25,0.62
7,77,1,26,0.42
7,77,1,27,0.50
7,77,1,28,0.62
7,77,2,1,1.00
7,77,2,2,1.00
7,77,2,3,1.00
7,77,2,4,1.00
7,77,2,5,1.00
7,77,2,6,1.00
7,77,2,7,1.00
7,77,2,8,1.00
7,77,2,9,1.00
7,77,2,10,1.00
7,77,2,11,1.00
7,77,2,12,1.00
7,77,2,13,1.00
7,77,2,14,1.00
7,77,2,15,1.00
7,77,2,16,1.00
7,77,2,17,1.00
7,77,2,18,1.00
7,77,2,19,1.00
7,77,2,20,1.00
7,77,2,21,1.00
7,77,2,22,1.00
7,77,2,23,1.00
7,77,2,24,1.00
7,77,2,25,1.00
7,77,2,26,1.00
7,77,2,27,1.00
7,77,2,28,1.00
7,78,1,1,0.87
7,78,1,2,0.62
7,78,1,3,0.42
7,78,1,4,0.34
7,78,1,5,0.24
7,78,1,6,0.14
7,78,1,7,0.14
7,78,1,8,0.34
7,78,1,9,0.24
7,78,1,10,0.24
7,78,1,11,0.24
7,78,1,12,0.34
7,78,1,13,0.34
7,78,1,14,0.34
7,78,1,15,0.34
7,78,1,16,0.42
7,78,1,17,0.50
7,78,1,18,0.62
7,78,1,19,0.62
7,78,1,20,0.62
7,78,1,21,0.42
7,78,1,22,0.34
7,78,1,23,0.24
7,78,1,24,0.42
7,78,1,25,0.62
7,78,1,26,0.87
7,78,1,27,0.92
7,78,1,28,1.00
7,78,2,1,1.00
7,78,2,2,1.00
7,78,2,3,1.00
7,78,2,4,1.00
7,78,2,5,1.00
7,78,2,6,1.00
7,78,2,7,1.00
7,78,2,8,1.00
7,78,2,9,1.00
7,78,2,10,1.00
7,78,2,11,1.00
7,78,2,12,1.00
7,78,2,13,1.00
7,78,2,14,1.00
7,78,2,15,1.00
7,78,2,16,1.00
7,78,2,17,1.00
7,78,2,18,1.00
7,78,2,19,1.00
7,78,2,20,1.00
7,78,2,21,1.00
7,78,2,22,1.00
7,78,2,23,1.00
7,78,2,24,1.00
7,78,2,25,1.00
7,78,2,26,1.00
7,78,2,27,1.00
7,78,2,28,1.00
7,79,1,1,0.87
7,79,1,2,0.62
7,79,1,3,0.42
7,79,1,4,0.42
7,79,1,5,0.42
7,79,1,6,0.42
7,79,1,7,0.34
7,79,1,8,0.34
7,79,1,9,0.34
7,79,1,10,0.34
7,79,1,11,0.34
7,79,1,12,0.42
7,79,1,13,0.50
7,79,1,14,0.50
7,79,1,15,0.50
7,79,1,16,0.42
7,79,1,17,0.42
7,79,1,18,0.62
7,79,1,19,0.74
7,79,1,20,0.87
7,79,1,21,0.92
7,79,1,22,1.00
7,79,1,23,1.00
7,79,1,24,1.00
7,79,1,25,1.00
7,79,1,26,1.00
7,79,1,27,1.00
7,79,1,28,1.00
7,79,2,1,1.00
7,79,2,2,1.00
7,79,2,3,1.00
7,79,2,4,1.00
7,79,2,5,1.00
7,79,2,6,1.00
7,79,2,7,1.00
7,79,2,8,1.00
7,79,2,9,1.00
7,79,2,10,1.00
7,79,2,11,1.00
7,79,2,12,1.00
7,79,2,13,1.00
7,79,2,14,1.00
7,79,2,15,1.00
7,79,2,16,1.00
7,79,2,17,1.00
7,79,2,18,1.00
7,79,2,19,1.00
7,79,2,20,1.00
7,79,2,21,1.00
7,79,2,22,1.00
7,79,2,23,1.00
7,79,2,24,1.00
7,79,2,25,1.00
7,79,2,26,1.00
7,79,2,27,1.00
7,79,2,28,1.00
7,80,1,1,0.87
7,80,1,2,0.62
7,80,1,3,0.50
7,80,1,4,0.50
7,80,1,5,0.42
7,80,1,6,0.34
7,80,1,7,0.42
7,80,1,8,0.42
7,80,1,9,0.42
7,80,1,10,0.34
7,80,1,11,0.42
7,80,1,12,0.62
7,80,1,13,0.74
7,80,1,14,0.74
7,80,1,15,0.87
7,80,1,16,0.87
7,80,1,17,0.62
7,80,1,18,0.50
7,80,1,19,0.62
7,80,1,20,0.74
7,80,1,21,0.87
7,80,1,22,0.92
7,80,1,23,0.92
7,80,1,24,1.00
7,80,1,25,1.00
7,80,1,26,1.00
7,80,1,27,1.00
7,80,1,28,1.00
7,80,2,1,1.00
7,80,2,2,1.00
7,80,2,3,1.00
7,80,2,4,1.00
7,80,2,5,1.00
7,80,2,6,1.00
7,80,2,7,1.00
7,80,2,8,1.00
7,80,2,9,1.00
7,80,2,10,1.00
7,80,2,11,1.00
7,80,2,12,1.00
7,80,2,13,1.00
7,80,2,14,1.00
7,80,2,15,1.00
7,80,2,16,1.00
7,80,2,17,1.00
7,80,2,18,1.00
7,80,2,19,1.00
7,80,2,20,1.00
7,80,2,21,1.00
7,80,2,22,1.00
7,80,2,23,1.00
7,80,2,24,1.00
7,80,2,25,1.00
7,80,2,26,1.00
7,80,2,27,1.00
7,80,2,28,1.00
7,81,1,1,0.87
7,81,1,2,0.62
7,81,1,3,0.50
7,81,1,4,0.50
7,81,1,5,0.42
7,81,1,6,0.42
7,81,1,7,0.42
7,81,1,8,0.42
7,81,1,9,0.34
7,81,1,10,0.34
7,81,1,11,0.24
7,81,1,12,0.24
7,81,1,13,0.42
7,81,1,14,0.50
7,81,1,15,0.50
7,81,1,16,0.50
7,81,1,17,0.50
7,81,1,18,0.42
7,81,1,19,0.34
7,81,1,20,0.42
7,81,1,21,0.62
7,81,1,22,0.74
7,81,1,23,0.92
7,81,1,24,0.92
7,81,1,25,1.00
7,81,1,26,1.00
7,81,1,27,1.00
7,81,1,28,1.00
7,81,2,1,1.00
7,81,2,2,1.00
7,81,2,3,1.00
7,81,2,4,1.00
7,81,2,5,1.00
7,81,2,6,1.00
7,81,2,7,1.00
7,81,2,8,1.00
7,81,2,9,1.00
7,81,2,10,1.00
7,81,2,11,1.00
7,81,2,12,1.00
7,81,2,13,1.00
7,81,2,14,1.00
7,81,2,15,1.00
7,81,2,16,1.00
7,81,2,17,1.00
7,81,2,18,1.00
7,81,2,19,1.00
7,81,2,20,1.00
7,81,2,21,1.00
7,81,2,22,1.00
7,81,2,23,1.00
7,81,2,24,1.00
7,81,2,25,1.00
7,81,2,26,1.00
7,81,2,27,1.00
7,81,2,28,1.00
7,82,1,1,0.87
7,82,1,2,0.62
7,82,1,3,0.50
7,82,1,4,0.50
7,82,1,5,0.42
7,82,1,6,0.34
7,82,1,7,0.24
7,82,1,8,0.34
7,82,1,9,0.34
7,82,1,10,0.34
7,82,1,11,0.24
7,82,1,12,0.24
7,82,1,13,0.34
7,82,1,14,0.42
7,82,1,15,0.50
7,82,1,16,0.62
7,82,1,17,0.62
7,82,1,18,0.50
7,82,1,19,0.42
7,82,1,20,0.34
7,82,1,21,0.50
7,82,1,22,0.62
7,82,1,23,0.87
7,82,1,24,0.92
7,82,1,25,1.00
7,82,1,26,1.00
7,82,1,27,1.00
7,82,1,28,1.00
7,82,2,1,1.00
7,82,2,2,1.00
7,82,2,3,1.00
7,82,2,4,1.00
7,82,2,5,1.00
7,82,2,6,1.00
7,82,2,7,1.00
7,82,2,8,1.00
7,82,2,9,1.00
7,82,2,10,1.00
7,82,2,11,1.00
7,82,2,12,1.00
7,82,2,13,1.00
7,82,2,14,1.00
7,82,2,15,1.00
7,82,2,16,1.00
7,82,2,17,1.00
7,82,2,18,1.00
7,82,2,19,1.00
7,82,2,20,1.00
7,82,2,21,1.00
7,82,2,22,1.00
7,82,2,23,1.00
7,82,2,24,1.00
7,82,2,25,1.00
7,82,2,26,1.00
7,82,2,27,1.00
7,82,2,28,1.00
7,83,1,1,0.87
7,83,1,2,0.62
7,83,1,3,0.62
7,83,1,4,0.50
7,83,1,5,0.42
7,83,1,6,0.34
7,83,1,7,0.34
7,83,1,8,0.34
7,83,1,9,0.34
7,83,1,10,0.24
7,83,1,11,0.24
7,83,1,12,0.24
7,83,1,13,0.34
7,83,1,14,0.42
7,83,1,15,0.42
7,83,1,16,0.50
7,83,1,17,0.62
7,83,1,18,0.50
7,83,1,19,0.50
7,83,1,20,0.42
7,83,1,21,0.42
7,83,1,22,0.42
7,83,1,23,0.50
7,83,1,24,0.74
7,83,1,25,0.87
7,83,1,26,0.92
7,83,1,27,1.00
7,83,1,28,1.00
7,83,2,1,1.00
7,83,2,2,1.00
7,83,2,3,1.00
7,83,2,4,1.00
7,83,2,5,1.00
7,83,2,6,1.00
7,83,2,7,1.00
7,83,2,8,1.00
7,83,2,9,1.00
7,83,2,10,1.00
7,83,2,11,1.00
7,83,2,12,1.00
7,83,2,13,1.00
7,83,2,14,1.00
7,83,2,15,1.00
7,83,2,16,1.00
7,83,2,17,1.00
7,83,2,18,1.00
7,83,2,19,1.00
7,83,2,20,1.00
7,83,2,21,1.00
7,83,2,22,1.00
7,83,2,23,1.00
7,83,2,24,1.00
7,83,2,25,1.00
7,83,2,26,1.00
7,83,2,27,1.00
7,83,2,28,1.00
7,84,1,1,0.87
7,84,1,2,0.50
7,84,1,3,0.34
7,84,1,4,0.24
7,84,1,5,0.24
7,84,1,6,0.34
7,84,1,7,0.42
7,84,1,8,0.50
7,84,1,9,0.62
7,84,1,10,0.62
7,84,1,11,0.62
7,84,1,12,0.50
7,84,1,13,0.42
7,84,1,14,0.34
7,84,1,15,0.24
7,84,1,16,0.42
7,84,1,17,0.62
7,84,1,18,0.74
7,84,1,19,0.92
7,84,1,20,0.92
7,84,1,21,1.00
7,84,1,22,1.00
7,84,1,23,1.00
7,84,1,24,1.00
7,84,1,25,1.00
7,84,1,26,1.00
7,84,1,27,1.00
7,84,1,28,1.00
7,84,2,1,1.00
7,84,2,2,1.00
7,84,2,3,1.00
7,84,2,4,1.00
7,84,2,5,1.00
7,84,2,6,1.00
7,84,2,7,1.00
7,84,2,8,1.00
7,84,2,9,1.00
7,84,2,10,1.00
7,84,2,11,1.00
7,84,2,12,1.00
7,84,2,13,1.00
7,84,2,14,1.00
7,84,2,15,1.00
7,84,2,16,1.00
7,84,2,17,1.00
7,84,2,18,1.00
7,84,2,19,1.00
7,84,2,20,1.00
7,84,2,21,1.00
7,84,2,22,1.00
7,84,2,23,1.00
7,84,2,24,1.00
7,84,2,25,1.00
7,84,2,26,1.00
7,84,2,27,1.00
7,84,2,28,1.00
7,85,1,1,0.87
7,85,1,2,0.50
7,85,1,3,0.34
7,85,1,4,0.24
7,85,1,5,0.24
7,85,1,6,0.24
7,85,1,7,0.24
7,85,1,8,0.34
7,85,1,9,0.34
7,85,1,10,0.24
7,85,1,11,0.24
7,85,1,12,0.34
7,85,1,13,0.50
7,85,1,14,0.74
7,85,1,15,0.87
7,85,1,16,0.92
7,85,1,17,1.00
7,85,1,18,1.00
7,85,1,19,1.00
7,85,1,20,1.00
7,85,1,21,1.00
7,85,1,22,1.00
7,85,1,23,1.00
7,85,1,24,1.00
7,85,1,25,1.00
7,85,1,26,1.00
7,85,1,27,1.00
7,85,1,28,1.00
7,85,2,1,1.00
7,85,2,2,1.00
7,85,2,3,1.00
