"DefaultSPUID","DefaultSpeciesTypeID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
26,14,1.15,0.84,22.90,-1.61,1.00,2.36,0.00,0.00,1.00,1.00,-1.46,9.76e-04,-0.20,-1.97,-1.2e-04,-0.05,-0.62,7.1e-04,-0.40,11.73,479.00,0.70,0.79,0.09,0.08,0.08,0.07,0.12,0.04
26,29,0.50,0.94,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.70,-2.34e-04,1.74e-03,-1.71,-3.5e-04,0.02,-1.36,3.0e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
26,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
26,63,0.80,0.88,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.40,-8.35e-04,-5.78e-03,-1.74,-1.11e-03,0.03,-1.77,-8.6e-04,-0.13,33.08,393.20,0.65,0.73,0.15,0.12,0.12,0.10,0.06,0.04
26,76,2.37,0.67,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.87,-1.594e-03,0.04,-1.81,8.1e-04,-0.02,-3.18,-8.44e-03,0.32,35.13,185.87,0.70,0.73,0.12,0.10,0.10,0.12,0.07,0.03
26,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,2,1.12,0.83,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.12,3.61e-04,-0.16,-0.70,-5.9e-04,-0.24,2.78,2.07e-03,-1.03,94.89,405.18,0.67,0.76,0.10,0.10,0.10,0.06,0.11,0.05
27,6,1.09,0.82,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.65,1.8e-05,-0.03,0.57,5.4e-04,-0.44,0.55,7.4e-04,-0.54,33.96,1725.57,0.56,0.70,0.09,0.10,0.20,0.11,0.13,0.07
27,14,1.15,0.84,22.90,-1.61,1.00,2.36,0.00,0.00,1.00,1.00,-1.46,9.76e-04,-0.20,-1.97,-1.2e-04,-0.05,-0.62,7.1e-04,-0.40,11.73,479.00,0.70,0.79,0.09,0.08,0.08,0.07,0.12,0.04
27,29,0.50,0.94,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.70,-2.34e-04,1.74e-03,-1.71,-3.5e-04,0.02,-1.36,3.0e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
27,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
27,49,0.67,0.84,1.26,-0.04,0.00,1.17,0.00,0.00,1.00,1.00,-1.91,-3.23e-04,0.01,-0.40,6.5e-04,-0.23,0.36,1.59e-03,-0.46,16.21,499.74,0.54,0.65,0.08,0.08,0.18,0.14,0.19,0.11
27,63,0.80,0.88,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.40,-8.35e-04,-5.78e-03,-1.74,-1.11e-03,0.03,-1.77,-8.6e-04,-0.13,33.08,393.20,0.65,0.73,0.15,0.12,0.12,0.10,0.06,0.04
27,65,0.80,0.88,1.92,-1.27,1.01,1.18,0.00,0.00,1.00,1.00,-1.40,-8.35e-04,-5.78e-03,-1.74,-1.11e-03,0.03,-1.77,-8.6e-04,-0.13,33.08,393.20,0.65,0.73,0.15,0.12,0.12,0.10,0.06,0.04
27,76,2.37,0.67,1.66,-0.85,0.98,1.38,0.00,0.00,1.00,1.00,-1.87,-1.594e-03,0.04,-1.81,8.1e-04,-0.02,-3.18,-8.44e-03,0.32,35.13,185.87,0.70,0.73,0.12,0.10,0.10,0.12,0.07,0.03
27,85,1.19,0.83,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.86,-3.58e-04,0.01,-1.43,1.54e-03,-0.02,-1.93,-1.37e-03,-0.09,0.36,425.88,0.66,0.62,0.10,0.09,0.15,0.25,0.08,0.02
27,93,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
27,143,0.61,0.96,1.07,-0.58,0.95,1.28,0.00,0.00,1.00,1.00,-1.05,-2.16e-04,-0.14,-1.24,-5.8e-04,-0.10,-2.45,-2.47e-03,-0.07,2.17,381.68,0.63,0.78,0.16,0.10,0.14,0.09,0.04,0.01
27,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,2,0.52,0.96,4.09,-0.85,0.96,2.07,0.00,0.00,1.00,1.00,-1.06,1.6e-04,-0.14,-0.29,3.0e-04,-0.29,0.65,5.5e-04,-0.47,0.10,1433.98,0.38,0.70,0.10,0.10,0.17,0.09,0.33,0.09
28,6,0.40,0.98,1.99,-0.88,0.97,1.63,0.00,0.00,1.00,1.00,-1.65,1.8e-05,-0.03,0.57,5.4e-04,-0.44,0.55,7.4e-04,-0.54,33.96,1725.57,0.56,0.70,0.09,0.10,0.20,0.11,0.13,0.07
28,8,0.52,0.96,4.09,-0.85,0.96,2.07,0.00,0.00,1.00,1.00,-1.06,1.6e-04,-0.14,-0.29,3.0e-04,-0.29,0.65,5.5e-04,-0.47,0.10,1433.98,0.38,0.70,0.10,0.10,0.17,0.09,0.33,0.09
28,14,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.84e-04,-0.37,-0.04,7.9e-04,-0.47,1.06,1.0e-03,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
28,29,0.50,0.94,22.94,-2.84,1.05,1.33,0.00,0.00,1.00,1.00,-1.70,-2.34e-04,1.74e-03,-1.71,-3.5e-04,0.02,-1.36,3.0e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
28,44,0.53,0.92,0.75,-0.24,0.78,1.35,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
28,49,0.67,0.84,1.26,-0.04,0.00,1.17,0.00,0.00,1.00,1.00,-1.91,-3.23e-04,0.01,-0.40,6.5e-04,-0.23,0.36,1.59e-03,-0.46,16.21,499.74,0.54,0.65,0.08,0.08,0.18,0.14,0.19,0.11
28,63,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.57,2.27e-04,-0.15,-1.27,3.6e-04,-0.17,-1.17,7.7e-04,-0.44,0.27,1739.77,0.55,0.69,0.24,0.17,0.11,0.09,0.08,0.03
28,65,1.11,0.81,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-1.17,-1.027e-03,-0.01,-1.92,7.1e-04,-8.6e-04,-0.51,3.09e-03,-0.58,0.25,464.14,0.59,0.69,0.17,0.12,0.08,0.13,0.13,0.04
28,76,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.3e-05,-0.04,-1.47,-2.5e-04,-7.43e-03,0.25,1.15e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
28,85,1.19,0.83,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.86,-3.58e-04,0.01,-1.43,1.54e-03,-0.02,-1.93,-1.37e-03,-0.09,0.36,425.88,0.66,0.62,0.10,0.09,0.15,0.25,0.08,0.02
28,93,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
28,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
28,149,1.23,0.81,11.97,-1.08,0.95,2.54,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
28,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,2,0.52,0.96,4.09,-0.85,0.96,2.07,0.00,0.00,1.00,1.00,-1.06,1.6e-04,-0.14,-0.29,3.0e-04,-0.29,0.65,5.5e-04,-0.47,0.10,1433.98,0.38,0.70,0.10,0.10,0.17,0.09,0.33,0.09
29,6,0.40,0.98,2.28,-1.13,0.99,2.16,0.00,0.00,1.00,1.00,-1.65,1.8e-05,-0.03,0.57,5.4e-04,-0.44,0.55,7.4e-04,-0.54,33.96,1725.57,0.56,0.70,0.09,0.10,0.20,0.11,0.13,0.07
29,14,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.84e-04,-0.37,-0.04,7.9e-04,-0.47,1.06,1.0e-03,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
29,15,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.84e-04,-0.37,-0.04,7.9e-04,-0.47,1.06,1.0e-03,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
29,29,0.50,0.94,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.70,-2.34e-04,1.74e-03,-1.71,-3.5e-04,0.02,-1.36,3.0e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
29,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
29,63,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.57,2.27e-04,-0.15,-1.27,3.6e-04,-0.17,-1.17,7.7e-04,-0.44,0.27,1739.77,0.55,0.69,0.24,0.17,0.11,0.09,0.08,0.03
29,65,1.11,0.81,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-1.17,-1.027e-03,-0.01,-1.92,7.1e-04,-8.6e-04,-0.51,3.09e-03,-0.58,0.25,464.14,0.59,0.69,0.17,0.12,0.08,0.13,0.13,0.04
29,76,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.3e-05,-0.04,-1.47,-2.5e-04,-7.43e-03,0.25,1.15e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
29,85,1.19,0.83,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.86,-3.58e-04,0.01,-1.43,1.54e-03,-0.02,-1.93,-1.37e-03,-0.09,0.36,425.88,0.66,0.62,0.10,0.09,0.15,0.25,0.08,0.02
29,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
29,149,1.23,0.81,11.97,-1.08,0.95,2.54,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
29,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,2,0.52,0.96,4.09,-0.85,0.96,2.07,0.00,0.00,1.00,1.00,-1.06,1.6e-04,-0.14,-0.29,3.0e-04,-0.29,0.65,5.5e-04,-0.47,0.10,1433.98,0.38,0.70,0.10,0.10,0.17,0.09,0.33,0.09
30,6,0.40,0.98,2.28,-1.13,0.99,2.16,0.00,0.00,1.00,1.00,-1.65,1.8e-05,-0.03,0.57,5.4e-04,-0.44,0.55,7.4e-04,-0.54,33.96,1725.57,0.56,0.70,0.09,0.10,0.20,0.11,0.13,0.07
30,14,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.84e-04,-0.37,-0.04,7.9e-04,-0.47,1.06,1.0e-03,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
30,15,0.59,0.95,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.37,2.84e-04,-0.37,-0.04,7.9e-04,-0.47,1.06,1.0e-03,-0.76,4.96,532.58,0.47,0.84,0.13,0.06,0.15,0.06,0.23,0.03
30,29,0.50,0.94,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.70,-2.34e-04,1.74e-03,-1.71,-3.5e-04,0.02,-1.36,3.0e-05,-0.16,133.78,1100.21,0.67,0.72,0.11,0.10,0.12,0.10,0.07,0.06
30,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
30,63,0.44,0.98,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.57,2.27e-04,-0.15,-1.27,3.6e-04,-0.17,-1.17,7.7e-04,-0.44,0.27,1739.77,0.55,0.69,0.24,0.17,0.11,0.09,0.08,0.03
30,65,1.11,0.81,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-1.17,-1.027e-03,-0.01,-1.92,7.1e-04,-8.6e-04,-0.51,3.09e-03,-0.58,0.25,464.14,0.59,0.69,0.17,0.12,0.08,0.13,0.13,0.04
30,76,0.61,0.94,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-1.42,6.3e-05,-0.04,-1.47,-2.5e-04,-7.43e-03,0.25,1.15e-03,-0.62,0.51,838.11,0.52,0.70,0.11,0.12,0.11,0.12,0.23,0.03
30,85,1.19,0.83,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.86,-3.58e-04,0.01,-1.43,1.54e-03,-0.02,-1.93,-1.37e-03,-0.09,0.36,425.88,0.66,0.62,0.10,0.09,0.15,0.25,0.08,0.02
30,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
